income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,50 - 54,1639.0,1286849831.5886452,528861760.52099895
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,55 - 59,1252.0,976189559.0361248,391768451.5384422
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,60 - 64,884.0,709983836.405288,285899154.66884786
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,65 - 69,626.0,502208625.28720516,205124700.5462877
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,70 - 74,441.0,364037152.37041146,148846196.34622663
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,75 and over,980.0,793052348.4093484,323928136.39961696
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,Under 18,0.0,89924.1594474458,36004.24085379041
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,18 - 24,0.0,8644.031472306753,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,25 - 29,1.0,699137.4664554524,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,30 - 34,0.0,144602.5325544244,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,35 - 39,1.0,192213.67699453578,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,40 - 44,3.0,1709323.2535186622,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,45 - 49,5.0,3059552.8851852203,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,50 - 54,11.0,7585124.399871494,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,55 - 59,6.0,4564602.206222158,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,60 - 64,5.0,3268893.0665291063,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,65 - 69,2.0,1832420.540294841,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,70 - 74,1.0,890301.8519970227,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,75 and over,0.0,9008.585311353982,0.0
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,18 - 24,88.0,66885374.16646321,26916711.65589574
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,25 - 29,239.0,184109471.84825644,73470797.67589137
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,30 - 34,747.0,552940322.9221336,226757602.62923443
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,35 - 39,2428.0,1852112958.1998549,763109751.4847182
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,40 - 44,4573.0,3546448700.5653214,1465955757.2690265
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,45 - 49,6202.0,4882579992.126492,2007328205.298227
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,50 - 54,5886.0,4644337172.405443,1893390119.6613553
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,55 - 59,4984.0,3980597847.8740873,1603653444.1353118
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,60 - 64,3230.0,2561941584.344823,1026159949.752263
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,65 - 69,1646.0,1319390361.7339976,529495667.6329385
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,70 - 74,1000.0,821694701.3544878,331704994.57108575
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,75 and over,1099.0,917441808.6759931,369844562.72347254
2019–20,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,Under 18,0.0,69046.55851643658,27049.95346724629
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,18 - 24,62100.0,180565680.741135,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,25 - 29,47945.0,76900966.87679586,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,30 - 34,62080.0,51363969.24150951,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,35 - 39,62763.0,13263585.43408279,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,40 - 44,48553.0,-11928209.810903698,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,45 - 49,42095.0,-43351288.52721266,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,50 - 54,37290.0,-56836831.487012096,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,55 - 59,39642.0,-57857181.960396275,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,60 - 64,53053.0,-7273448.604200051,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,65 - 69,50592.0,27659207.208401937,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,70 - 74,40797.0,93280876.97099768,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,75 and over,53134.0,81438743.94952409,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Non Taxable,Under 18,35816.0,103709141.69776107,0.0
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,18 - 24,2032.0,10906185.641827652,1126946.8427660058
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,25 - 29,3150.0,16574908.026945172,1858565.3477246687
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,30 - 34,2027.0,8159287.728681957,1396855.3372334042
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,35 - 39,1498.0,5976807.418315558,1449235.2892984408
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,40 - 44,1426.0,6354829.105744593,1482782.3314888475
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,45 - 49,1395.0,6570109.541037225,1505416.7362295093
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,50 - 54,1117.0,5463018.225598177,1183835.9834357093
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,55 - 59,1073.0,5115887.36986054,1178794.8450375025
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,60 - 64,838.0,3980365.637961412,948808.5338560439
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,65 - 69,509.0,2590626.1612699777,605082.8644908039
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,70 - 74,296.0,1399460.8296811436,349902.65621395526
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,75 and over,245.0,1090928.7699382,277899.5362661467
2019–20,"$6,000 or less","$6,000 or less",Female,Taxable,Under 18,1261.0,2301142.8579919483,582120.5616512413
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,18 - 24,63157.0,176346144.1067542,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,25 - 29,32859.0,25524202.532491837,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,30 - 34,31217.0,-41892153.78200028,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,35 - 39,29243.0,-80368657.93967824,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,40 - 44,26871.0,-105604176.86281669,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,45 - 49,28532.0,-110934746.66676073,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,50 - 54,28041.0,-125771654.41027415,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,55 - 59,30856.0,-126984433.88813043,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,60 - 64,44841.0,-495131687.09485143,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,65 - 69,47331.0,-83053752.95862898,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,70 - 74,40910.0,-26415966.233055674,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,75 and over,55957.0,63846042.58257034,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Non Taxable,Under 18,34572.0,91636100.00426666,0.0
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,18 - 24,1502.0,9009485.037507096,813978.7227713881
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,25 - 29,2705.0,15062700.969293462,1637046.5921259727
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,30 - 34,2063.0,7902050.49060481,1429417.5056375444
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,35 - 39,1765.0,6773703.593725872,1571214.5615790575
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,40 - 44,1639.0,7126169.280763249,1591649.2182821303
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,45 - 49,1623.0,7468913.614810916,1621144.7138188542
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,50 - 54,1398.0,6935726.536717561,1472547.9005386275
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,55 - 59,1317.0,6602490.068048449,1434139.0023638015
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,60 - 64,1014.0,5139432.340544911,1121067.087287517
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,65 - 69,695.0,3415731.0091022654,807129.4268709699
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,70 - 74,384.0,2045260.853424287,449820.75568220404
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,75 and over,317.0,1496805.2829198914,369031.6179692474
2019–20,"$6,000 or less","$6,000 or less",Male,Taxable,Under 18,1367.0,2295540.2825610912,588810.6264604668
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,18 - 24,40690.0,391842682.617551,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,25 - 29,17445.0,168145772.66058874,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,30 - 34,17935.0,175670417.2284867,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,35 - 39,16478.0,162875424.91372535,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,40 - 44,12660.0,127507500.96092047,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,45 - 49,11737.0,117754682.17446518,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,50 - 54,10884.0,111150140.14830387,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,55 - 59,12078.0,125317386.0000611,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,60 - 64,15706.0,158771485.67513725,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,65 - 69,15006.0,151991435.12318698,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,70 - 74,11589.0,116755609.43249744,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,75 and over,12980.0,130911560.44657665,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,Under 18,17830.0,168136673.47303817,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,18 - 24,1573.0,17567661.806750033,1930736.1485289014
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,25 - 29,2624.0,30865645.14239636,3300256.3773494996
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,30 - 34,1127.0,12411044.1740394,1906978.1974568584
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,35 - 39,566.0,5552893.551396118,1640348.4977059048
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,40 - 44,598.0,6223427.835332118,1708505.6054303092
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,45 - 49,607.0,6320913.850000554,1807822.0775901375
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,50 - 54,539.0,5685284.640779268,1549082.1474657115
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,55 - 59,530.0,5684045.43789947,1530615.212470714
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,60 - 64,473.0,4959532.822988296,1337823.3247543105
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,65 - 69,291.0,2919836.857377907,828143.3933189912
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,70 - 74,204.0,2180305.280536932,571698.090859437
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,75 and over,126.0,1229512.6064120806,358928.07937795785
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,Under 18,119.0,1089190.3931767347,143182.40880598777
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,18 - 24,39975.0,385844864.5041718,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,25 - 29,14561.0,140715452.6197686,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,30 - 34,10495.0,103541639.73504676,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,35 - 39,8501.0,85601905.47087464,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,40 - 44,7287.0,74276452.39975852,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,45 - 49,7249.0,75724934.26567803,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,50 - 54,7243.0,76011880.17482378,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,55 - 59,8361.0,88216115.45664753,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,60 - 64,12318.0,129132752.64063317,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,65 - 69,13798.0,143878223.77023736,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,70 - 74,11549.0,122184418.50180383,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,75 and over,13257.0,135476350.8376506,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,Under 18,13723.0,129860038.01639561,0.0
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,18 - 24,1219.0,14576537.719381684,1561727.0806795137
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,25 - 29,2031.0,24516677.316148642,2750857.3436210584
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,30 - 34,1018.0,11280968.117311118,1921860.56476314
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,35 - 39,558.0,5820960.531300312,1611860.1361220155
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,40 - 44,668.0,6896948.690887038,1941110.625748099
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,45 - 49,682.0,7403149.298047482,1964409.9517228566
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,50 - 54,643.0,6776254.076814881,1856155.4058444588
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,55 - 59,652.0,7034888.75449605,1857586.7844764409
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,60 - 64,546.0,6098865.2369820615,1566521.495828511
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,65 - 69,381.0,4064190.6904464005,1081488.534482147
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,70 - 74,261.0,2684015.5782027515,737285.0473909584
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,75 and over,199.0,2112801.304941194,559614.0400373451
2019–20,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,Under 18,132.0,1222103.9238600223,173462.80171463703
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,18 - 24,15.0,1067709.9382953853,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,25 - 29,114.0,8129868.442761142,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,30 - 34,83.0,6227831.77450732,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,35 - 39,42.0,3200745.5463036457,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,40 - 44,40.0,2970069.1420998303,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,45 - 49,30.0,2252916.539710574,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,50 - 54,28.0,2335913.605918536,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,55 - 59,530.0,39846388.24246445,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,60 - 64,119.0,8968906.702025,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,65 - 69,18.0,1334155.1993825994,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,70 - 74,18.0,1281649.7180729446,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,75 and over,28.0,2341675.236976704,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,18 - 24,91549.0,6622377191.671574,1173983121.6337943
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,25 - 29,200809.0,15244438226.182606,2797262606.486912
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,30 - 34,179795.0,13726608685.325829,2522391429.8820415
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,35 - 39,159850.0,12214515720.609558,2242357253.100596
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,40 - 44,138984.0,10636310580.088795,1950871933.6719131
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,45 - 49,148140.0,11333022953.322836,2076427646.6891627
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,50 - 54,139316.0,10662579795.11945,1946818087.7243006
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,55 - 59,128425.0,9846495682.111374,1772350179.008271
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,60 - 64,85006.0,6524676543.992147,1158675096.60527
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,65 - 69,36962.0,2843227762.9622917,491251785.02787906
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,70 - 74,14188.0,1091280625.9017217,181639548.23275948
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,75 and over,18257.0,1378810774.9779394,228755162.14787883
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,Under 18,209.0,14984313.513288174,2749578.1355576226
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,18 - 24,16.0,1252530.464431786,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,25 - 29,80.0,5903606.505990095,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,30 - 34,102.0,7598303.783057154,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,35 - 39,60.0,4427566.508846277,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,40 - 44,56.0,4321847.345635792,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,45 - 49,48.0,3899709.5136030386,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,50 - 54,46.0,3517663.2766982126,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,55 - 59,500.0,38203056.4418612,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,60 - 64,150.0,11535569.569949292,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,65 - 69,50.0,4079374.928653061,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,70 - 74,49.0,3700182.8797029075,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,75 and over,44.0,3250055.111174768,0.0
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,18 - 24,120186.0,8939652349.821377,1576644551.67632
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,25 - 29,220774.0,17071238166.231934,3108154654.4142504
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,30 - 34,204697.0,16053618952.822628,2953445779.151227
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,35 - 39,176074.0,13872348190.913025,2565589860.0130277
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,40 - 44,142315.0,11217439970.336267,2076114620.055479
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,45 - 49,139026.0,10960705608.166681,2027512812.9213243
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,50 - 54,128596.0,10138067879.931671,1869079405.3497877
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,55 - 59,127099.0,10026606709.756336,1820994674.5782642
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,60 - 64,99188.0,7805689259.992704,1382980766.0356474
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,65 - 69,51101.0,4023373822.198027,670777422.8949319
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,70 - 74,23204.0,1799001442.547337,269356707.420001
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,75 and over,22751.0,1708555034.1391253,246026523.80857748
2019–20,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,Under 18,405.0,29714235.348338045,5403803.5861490145
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,18 - 24,4.0,311941.0998503293,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,25 - 29,29.0,2617864.4981357604,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,30 - 34,28.0,2600375.732830059,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,35 - 39,15.0,1503514.7775626942,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,40 - 44,16.0,1606892.760539758,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,45 - 49,9.0,850567.7400230304,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,50 - 54,10.0,984732.8172940037,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,55 - 59,172.0,16196442.94847764,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,60 - 64,38.0,3646410.5855583437,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,65 - 69,7.0,941716.2117360738,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,70 - 74,4.0,419421.5733399307,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Non Taxable,75 and over,5.0,609437.617067241,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,18 - 24,18034.0,1628581578.2580314,343756090.2211741
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,25 - 29,64108.0,6055464287.036516,1307198136.6738832
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,30 - 34,69160.0,6722237216.313869,1471839426.8547602
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,35 - 39,63111.0,6166480817.587872,1350986860.0848465
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,40 - 44,56323.0,5535924991.268312,1213491727.8556488
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,45 - 49,59079.0,5814539098.17815,1272210998.340458
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,50 - 54,54009.0,5308412727.2208395,1154445248.957759
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,55 - 59,47261.0,4639093231.332636,994055477.4458191
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,60 - 64,29662.0,2916056123.141322,618363540.3019401
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,65 - 69,12291.0,1209904073.9695191,251292570.62747502
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,70 - 74,4845.0,483084326.97726226,98416588.8373385
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,75 and over,6279.0,614843582.508336,126722320.93480653
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Female,Taxable,Under 18,109.0,10709851.212488301,2477277.452525623
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,18 - 24,5.0,504102.1500519187,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,25 - 29,24.0,2326285.9730012594,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,30 - 34,34.0,3504945.8921565516,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,35 - 39,25.0,2391847.8598131463,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,40 - 44,20.0,1976060.0575492033,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,45 - 49,22.0,2246101.990347941,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,50 - 54,18.0,1896804.186135001,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,55 - 59,194.0,18676954.97298163,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,60 - 64,56.0,5554985.599872028,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,65 - 69,20.0,2076598.6570187623,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,70 - 74,10.0,1006807.8367000651,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,75 and over,10.0,1107431.672260603,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Non Taxable,Under 18,0.0,48464.41395002642,0.0
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,18 - 24,28861.0,2698068525.4070663,567387888.6646278
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,25 - 29,80193.0,7764875431.624823,1667357129.9849567
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,30 - 34,94748.0,9413589465.481306,2049861816.4108026
2019–20,"$80,001 to $100,000","$80,001 to $100,000",Male,Taxable,35 - 39,88389.0,8851481571.688221,1937453075.9594798
