income_year,normalized_income_range,income_range_display,sex,taxable_status,age_range_display,individuals_count,total_income_amount,net_tax_amount
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,18 - 24,78428.0,4676834432.732326,635489981.5657791
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,25 - 29,104489.0,6361692110.685485,866344695.397586
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,30 - 34,81005.0,4934433468.5913925,668349385.4423943
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,35 - 39,68659.0,4170135988.493996,562913560.733867
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,40 - 44,77269.0,4686563956.546401,633676877.6149757
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,45 - 49,79417.0,4815183158.484598,655427845.555691
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,50 - 54,82662.0,5013103425.812018,682858222.8190771
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,55 - 59,68477.0,4161230898.3723826,528038175.8160767
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,60 - 64,45576.0,2787921477.13309,342001476.7284698
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,65 - 69,20785.0,1267121234.5219142,141630705.8583793
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,70 - 74,7622.0,472299030.0365628,50582752.4545603
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,75 and over,15478.0,923702725.01207,91725432.82881269
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Female,Taxable,Under 18,139.0,8115974.24383071,1201886.1464426126
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,18 - 24,16.0,996621.613570876,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,25 - 29,54.0,3190347.121197062,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,30 - 34,50.0,3040397.7623932436,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,35 - 39,35.0,2159751.689125081,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,40 - 44,31.0,2171147.3475382957,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,45 - 49,29.0,1762744.799280559,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,50 - 54,39.0,2427991.78729407,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,55 - 59,592.0,35054801.340948895,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,60 - 64,95.0,5750812.761365302,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,65 - 69,557.0,31903153.440725237,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,70 - 74,450.0,25569334.291024555,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,75 and over,821.0,46455778.64452531,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Non Taxable,Under 18,0.0,81.43534405853879,0.0
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,18 - 24,88475.0,5404224362.842689,728069933.5325328
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,25 - 29,105618.0,6542105753.125031,885447168.3331822
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,30 - 34,84189.0,5226152457.914439,708134023.3431394
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,35 - 39,65915.0,4091004463.7344007,554082664.744701
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,40 - 44,63724.0,3946219855.1544623,535936763.6502436
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,45 - 49,58545.0,3630231011.68751,492880248.4771287
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,50 - 54,59693.0,3711316714.8333054,501424134.9396698
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,55 - 59,54268.0,3363678238.9501467,420361829.8138935
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,60 - 64,46494.0,2900190183.3774858,341685008.9651177
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,65 - 69,27659.0,1718041976.9772828,178394288.45186368
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,70 - 74,11275.0,697565656.1604645,63287049.76192049
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,75 and over,16831.0,1009198123.1488024,84101206.24194013
2013–14,"$50,001 to $60,000","$50,001 to $60,000",Male,Taxable,Under 18,364.0,21354416.121099517,2890414.6874704864
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,18 - 24,0.0,82250.55775498181,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,30 - 34,0.0,73991.69529905557,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,35 - 39,1.0,1105710.2825606437,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,40 - 44,0.0,40128.318564837704,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,45 - 49,1.0,810074.6495302428,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,50 - 54,0.0,100980.2428099773,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,65 - 69,0.0,50160.548994095436,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Non Taxable,70 - 74,0.0,29651.96707066425,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,18 - 24,49.0,34777506.847273976,13934008.55379554
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,25 - 29,72.0,51537506.96553403,20634378.169549417
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,30 - 34,216.0,148659542.6902651,59115013.0270782
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,35 - 39,640.0,450410289.8748753,181605657.17846042
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,40 - 44,1340.0,1001110897.7100111,405063842.50364923
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,45 - 49,1401.0,1064412364.0455889,428662482.2254614
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,50 - 54,1226.0,946098076.0894305,380498084.3589163
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,55 - 59,954.0,724295671.8608049,276814468.21443814
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,60 - 64,625.0,501037741.5938755,196745078.33442515
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,65 - 69,465.0,369410261.2485913,147846879.2768007
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,70 - 74,274.0,221907809.07571617,88934015.72746816
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,75 and over,867.0,694377221.2595124,275919074.98364717
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Female,Taxable,Under 18,1.0,311471.61252498487,121790.6018807324
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,25 - 29,1.0,350471.63438710326,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,30 - 34,3.0,1152908.0263862258,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,35 - 39,5.0,2186229.4332997063,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,40 - 44,11.0,6305710.87374428,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,45 - 49,12.0,7627413.984623878,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,50 - 54,14.0,8587364.53444659,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,55 - 59,10.0,5201513.968648063,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,60 - 64,8.0,4668067.29741071,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,65 - 69,3.0,2024816.7484604616,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,70 - 74,0.0,40816.113115800465,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Non Taxable,75 and over,0.0,42857.48171363746,0.0
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,18 - 24,68.0,44227790.47842261,17581939.041502357
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,25 - 29,204.0,138324464.23891774,53186046.47346303
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,30 - 34,809.0,555990351.8940848,219915784.81924582
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,35 - 39,2505.0,1827860895.9786909,735006011.5385454
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,40 - 44,4800.0,3696115607.502805,1486439124.5048723
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,45 - 49,5476.0,4303083115.417284,1726065188.338609
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,50 - 54,5466.0,4380716570.117167,1741496645.308476
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,55 - 59,4504.0,3549100369.6327353,1367157288.482616
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,60 - 64,2658.0,2114144878.4145675,824868818.5019668
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,65 - 69,1473.0,1219136018.8748846,465378095.6788414
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,70 - 74,587.0,495576358.9025771,191087897.06347972
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,75 and over,854.0,729019673.9600426,278195015.08780664
2013–14,"$500,001 to $1,000,000","$500,001 to $1,000,000",Male,Taxable,Under 18,1.0,504268.8089753313,204547.3048511625
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,18 - 24,47538.0,204434619.9284662,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,25 - 29,38728.0,111686743.37504344,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,30 - 34,49042.0,83553399.69902477,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,35 - 39,50337.0,68416216.9612678,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,40 - 44,49013.0,58287179.64653253,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,45 - 49,37651.0,34708992.0931717,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,50 - 54,35871.0,11202351.196090419,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,55 - 59,34467.0,25866785.103408903,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,60 - 64,48535.0,73552161.75836873,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,65 - 69,39449.0,70050215.28375165,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,70 - 74,28014.0,51334481.60778684,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,75 and over,37716.0,76695235.87584469,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Non Taxable,Under 18,26093.0,82228348.78249793,0.0
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,18 - 24,664.0,2795977.393190822,731351.4211148608
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,25 - 29,815.0,3182410.458990609,802640.1979030039
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,30 - 34,940.0,3594825.855456473,916214.731896373
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,35 - 39,933.0,4109515.7398604336,970303.3353712567
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,40 - 44,1060.0,5307739.189938943,1197270.980600227
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,45 - 49,802.0,4102781.0679167127,952855.649581328
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,50 - 54,807.0,3968568.3993503787,938712.4497364615
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,55 - 59,761.0,3818748.1901086206,914523.6126186058
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,60 - 64,515.0,2843428.5154850753,623145.7048745869
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,65 - 69,313.0,1850186.8641477216,401504.1134629525
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,70 - 74,152.0,749852.6547766859,188770.37945773287
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,75 and over,127.0,523729.9212481787,146218.9675000606
2013–14,"$6,000 or less","$6,000 or less",Female,Taxable,Under 18,2784.0,5702393.298419309,1436865.6497698585
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,18 - 24,48085.0,204325406.0200435,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,25 - 29,25852.0,73867874.93731366,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,30 - 34,21510.0,20353274.92573251,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,35 - 39,20074.0,-3967801.2402603873,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,40 - 44,23538.0,-21823946.114658777,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,45 - 49,24116.0,-13947198.47263482,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,50 - 54,26730.0,-809377.4616004073,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,55 - 59,26431.0,1062834.1253403646,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,60 - 64,41539.0,-8215146.440950948,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,65 - 69,38561.0,48618878.38391782,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,70 - 74,29624.0,27713961.645654514,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,75 and over,40071.0,83867262.36584046,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Non Taxable,Under 18,25285.0,75181694.48925781,0.0
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,18 - 24,604.0,2482735.4513820624,721662.1499732018
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,25 - 29,856.0,3392293.2639451865,842610.2231930039
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,30 - 34,1147.0,4726180.764652176,1077210.5830166473
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,35 - 39,1117.0,4980173.92140439,1101177.8251946578
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,40 - 44,1215.0,5684252.318519337,1316999.6337124591
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,45 - 49,1054.0,6372235.925266569,1203697.233855742
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,50 - 54,940.0,5257950.305823164,1090279.5009601582
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,55 - 59,865.0,4581444.280258449,988866.7711214594
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,60 - 64,711.0,4114230.139808723,873544.0992693104
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,65 - 69,442.0,2982189.711764025,541210.0039591375
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,70 - 74,204.0,1014617.1398329622,256066.559698136
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,75 and over,171.0,988218.8327008589,222289.52983223496
2013–14,"$6,000 or less","$6,000 or less",Male,Taxable,Under 18,2943.0,5594026.893450725,1528157.5814787783
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,18 - 24,40518.0,433016551.13664913,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,25 - 29,18573.0,199780390.91659647,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,30 - 34,16769.0,182850547.25898662,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,35 - 39,14784.0,163710157.8152978,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,40 - 44,14150.0,157826218.6877472,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,45 - 49,11387.0,128514198.60218541,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,50 - 54,10972.0,124997802.5545925,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,55 - 59,10937.0,123632926.5499947,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,60 - 64,13635.0,152547520.15137765,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,65 - 69,10751.0,119615188.58595654,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,70 - 74,5582.0,61240436.62512514,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,75 and over,6301.0,69064053.22603701,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Non Taxable,Under 18,8842.0,91038144.81150654,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,18 - 24,205.0,2560757.141612747,678768.1429907171
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,25 - 29,216.0,2582638.8147550733,686634.4872167169
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,30 - 34,251.0,3149857.726331932,791666.6302772848
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,35 - 39,286.0,3244125.9132963656,874933.4295321228
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,40 - 44,397.0,4300736.886998761,1239754.3374325347
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,45 - 49,348.0,4053198.5029319795,1096837.0929199974
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,50 - 54,359.0,4079168.4876149707,1133575.124059024
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,55 - 59,342.0,3928606.325160098,1076276.5686441455
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,60 - 64,258.0,3010454.906263319,806525.8569440277
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,65 - 69,160.0,1828159.7098700346,501469.88238581433
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,70 - 74,78.0,922388.4813750483,233377.05758473842
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,75 and over,70.0,756772.3436483642,218974.57078624898
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Female,Taxable,Under 18,208.0,2067334.1741068424,311299.05473909475
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,18 - 24,38169.0,409769681.86376,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,25 - 29,14844.0,160244435.13304606,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,30 - 34,8888.0,98613526.41972113,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,35 - 39,6104.0,69404122.48319577,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,40 - 44,6268.0,77655633.89451161,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,45 - 49,6109.0,72103248.94516855,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,50 - 54,6676.0,80330461.77426721,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,55 - 59,6927.0,82464310.76694672,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,60 - 64,10699.0,123721546.57509927,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,65 - 69,10484.0,119259486.38347527,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,70 - 74,6390.0,73281398.05187024,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,75 and over,6559.0,72675164.76714343,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Non Taxable,Under 18,8026.0,84016114.21176848,0.0
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,18 - 24,229.0,2504929.1193112666,744832.7646845429
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,25 - 29,258.0,2954286.8194458773,823190.5613321742
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,30 - 34,290.0,3418140.6058554286,922377.0441438598
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,35 - 39,357.0,4025702.288851468,1122671.0964372386
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,40 - 44,398.0,4552891.954417605,1215774.3675998275
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,45 - 49,412.0,4782311.497431605,1258380.609324145
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,50 - 54,454.0,5318627.022727599,1403737.7781254763
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,55 - 59,405.0,5019461.706420298,1253809.0787516998
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,60 - 64,314.0,3962413.1630326556,978381.088685972
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,65 - 69,225.0,2708987.6602250594,674784.9945267738
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,70 - 74,100.0,1178406.6115550196,283532.43430951127
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,75 and over,106.0,1170415.2118981911,322663.6161723391
2013–14,"$6,001 to $10,000","$6,001 to $10,000",Male,Taxable,Under 18,190.0,1822423.164535153,233079.75189327428
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,18 - 24,11.0,829417.9605806421,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,25 - 29,23.0,1719971.2245047262,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,30 - 34,21.0,1504358.0700964527,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,35 - 39,19.0,1394554.671267972,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,40 - 44,17.0,1274962.8214208311,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,45 - 49,7.0,514467.891709352,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,50 - 54,9.0,652268.1376849527,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,55 - 59,577.0,42343137.33718444,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,60 - 64,27.0,2043805.7063017548,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,65 - 69,16.0,1798615.575838435,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,70 - 74,8.0,642334.8867511634,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Non Taxable,75 and over,57.0,3939316.2064030613,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,18 - 24,40746.0,2967339126.3758883,515491924.96199447
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,25 - 29,94222.0,7063154637.903918,1241370375.4655163
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,30 - 34,77408.0,5837015218.364417,1029865927.5918213
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,35 - 39,62595.0,4717157223.1778555,832712695.3983804
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,40 - 44,68598.0,5168517350.537878,912334090.9074601
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,45 - 49,69090.0,5196366333.453998,916772298.2182659
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,50 - 54,72789.0,5475405758.572855,963952301.3280151
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,55 - 59,59971.0,4516508359.887928,758391815.9704136
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,60 - 64,37110.0,2801872837.207305,464055287.99670684
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,65 - 69,14864.0,1124624596.2616982,180289589.79667026
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,70 - 74,5191.0,396141504.41501015,62392491.90305741
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,75 and over,10257.0,763980079.5559136,115880308.72524276
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Female,Taxable,Under 18,81.0,5914645.968893252,1176515.8977788368
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,18 - 24,9.0,638026.461187427,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,25 - 29,44.0,3357443.965776808,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,30 - 34,47.0,3435332.3537261696,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,35 - 39,26.0,2205437.881322683,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,40 - 44,27.0,2121423.3986366065,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,45 - 49,16.0,1246126.5476682133,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,50 - 54,30.0,2537513.9923375472,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,55 - 59,513.0,37874407.896917544,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,60 - 64,58.0,4308926.842331089,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,65 - 69,41.0,2843557.9658211386,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,70 - 74,34.0,2552103.07671888,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,75 and over,88.0,5939409.096282274,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Non Taxable,Under 18,0.0,7062.4666369861625,0.0
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,18 - 24,60698.0,4551091816.777294,779961999.6265717
2013–14,"$60,001 to $80,000","$60,001 to $80,000",Male,Taxable,25 - 29,110727.0,8454979244.510713,1468719936.8163655
